"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000092199",180.577517857491,1.93708729132972,0.587757502426246,3.29572533456993,0.000981679412491835,0.0189615570266846
"ENSG00000114978",101.950875707545,1.82787549389478,0.554808227729141,3.29460776271536,0.000985591462332442,0.0190109340801758
"ENSG00000139218",243.084523689912,1.87122221943744,0.568069095677149,3.29400460908177,0.000987708788645873,0.019025604867007
"ENSG00000180370",124.747081079249,1.86260798482441,0.565631167621634,3.29297268510911,0.000991341050750177,0.0190693766182027
"ENSG00000189060",41.1144797980685,2.16476934147163,0.657623632770497,3.29180588044212,0.000995462973942374,0.0191224346350602
"ENSG00000067066",295.635825177318,1.57016407576174,0.477109550436031,3.29099275905662,0.000998344830087216,0.0191253955632692
"ENSG00000181222",339.550866049123,1.63843363795204,0.497815763026972,3.29124499391007,0.000997450036704386,0.0191253955632692
"ENSG00000183354",186.141696227254,2.01204131613919,0.611583452533882,3.28988841637719,0.00100227119913649,0.0191744188615156
"ENSG00000159840",154.087920802203,2.19215115855527,0.666590747721694,3.28860123853761,0.00100686565779225,0.0192360723695105
"ENSG00000159346",195.957400190256,2.23607596584154,0.68028896124607,3.28695024206445,0.00101278727394219,0.0192647708759553
"ENSG00000146112",223.532190057842,1.82111446464075,0.554050678537453,3.28690954670069,0.00101293364194756,0.0192647708759553
"ENSG00000112739",157.461311723988,2.03302826750379,0.618571334474877,3.28665127883704,0.0010138630040972,0.0192647708759553
"ENSG00000124181",333.685291474071,1.4936768646673,0.454317443780949,3.28773830966411,0.00100995670825924,0.0192647708759553
"ENSG00000131504",452.71577959628,1.92950100743451,0.587154288537456,3.28619077660269,0.00101552205361031,0.0192701837047055
"ENSG00000105856",79.9816140790585,1.5678544390052,0.477265545286581,3.28507778214696,0.00101954221566503,0.0193203249868523
"ENSG00000178605",154.735047224396,1.68030256150457,0.511567688218263,3.28461433394453,0.00102122054112796,0.0193260130205632
"ENSG00000173889",193.413079521979,1.62555715283145,0.495095208800639,3.28332232656693,0.00102591291084674,0.0193886479094391
